DateTime,Number of sales,Active market wallets
2022-02-11 0:00,97891,82268
2022-02-12 0:00,100548,78328
2022-02-13 0:00,89703,70719
2022-02-14 0:00,74932,62678
2022-02-15 0:00,73690,64471
2022-02-16 0:00,66463,59136
2022-02-17 0:00,72114,59616
2022-02-18 0:00,65290,58162
2022-02-19 0:00,75819,60891
2022-02-20 0:00,73544,56546
2022-02-21 0:00,86315,69904
2022-02-22 0:00,89753,70116
2022-02-23 0:00,99520,73353
2022-02-24 0:00,63737,56122
2022-02-25 0:00,66318,57096
2022-02-26 0:00,72691,59025
2022-02-27 0:00,59013,52746
2022-02-28 0:00,70006,50745
2022-03-01 0:00,63229,51712
2022-03-02 0:00,68238,55241
2022-03-03 0:00,60297,50599
2022-03-04 0:00,65594,53827
2022-03-05 0:00,68201,51326
2022-03-06 0:00,48295,43438
2022-03-07 0:00,50417,45268
2022-03-08 0:00,44563,40524
2022-03-09 0:00,48815,43140
2022-03-10 0:00,44953,40146
2022-03-11 0:00,44689,40529
2022-03-12 0:00,42854,39280
2022-03-13 0:00,46531,38216
2022-03-14 0:00,40566,37378
2022-03-15 0:00,46163,41122
2022-03-16 0:00,39583,36238
2022-03-17 0:00,42827,37664
2022-03-18 0:00,38426,36146
2022-03-19 0:00,37669,35110
2022-03-20 0:00,40682,35776
2022-03-21 0:00,40052,34722
2022-03-22 0:00,39192,33812
2022-03-23 0:00,42827,36886
2022-03-24 0:00,43021,37012
2022-03-25 0:00,48431,37223
2022-03-26 0:00,31492,29754
2022-03-27 0:00,37117,33384
2022-03-28 0:00,46051,35058
2022-03-29 0:00,35695,32817
2022-03-30 0:00,27131,26945
2022-03-31 0:00,24757,25252
2022-04-01 0:00,23541,23601
2022-04-02 0:00,30745,28946
2022-04-03 0:00,36545,33924
2022-04-04 0:00,39527,32748
2022-04-05 0:00,31250,30163
2022-04-06 0:00,59834,50500
2022-04-07 0:00,56876,49530
2022-04-08 0:00,45091,41059
2022-04-09 0:00,40395,35713
2022-04-10 0:00,36943,31938
2022-04-11 0:00,32324,29461
2022-04-12 0:00,31388,28802
2022-04-13 0:00,36266,31907
2022-04-14 0:00,44272,35153
2022-04-15 0:00,37222,32201
2022-04-16 0:00,46237,38746
2022-04-17 0:00,35719,30082
2022-04-18 0:00,42438,35475
2022-04-19 0:00,38725,33738
2022-04-20 0:00,34212,30263
2022-04-21 0:00,34812,30692
2022-04-22 0:00,37979,32510
2022-04-23 0:00,44738,34760
2022-04-24 0:00,44966,34891
2022-04-25 0:00,43978,38119
2022-04-26 0:00,54364,40277
2022-04-27 0:00,61039,44191
2022-04-28 0:00,60331,43475
2022-04-29 0:00,43192,32810
2022-04-30 0:00,54136,35980
2022-05-01 0:00,121762,70017
2022-05-02 0:00,111066,51346
2022-05-03 0:00,87337,46185
2022-05-04 0:00,57577,39350
2022-05-05 0:00,65173,41962
2022-05-06 0:00,56828,38970
2022-05-07 0:00,54038,35832
2022-05-08 0:00,41073,27807
2022-05-09 0:00,39272,30779
2022-05-10 0:00,43881,36243
2022-05-11 0:00,30903,24305
2022-05-12 0:00,28825,23407
2022-05-13 0:00,32778,27430
2022-05-14 0:00,31561,25118
2022-05-15 0:00,27414,21620
2022-05-16 0:00,27860,22466
2022-05-17 0:00,27735,23206
2022-05-18 0:00,30532,24290
2022-05-19 0:00,35900,26026
2022-05-20 0:00,49395,32260
2022-05-21 0:00,53131,33276
2022-05-22 0:00,42918,31094
2022-05-23 0:00,31923,24630
2022-05-24 0:00,28307,21916
2022-05-25 0:00,50023,30341
2022-05-26 0:00,38686,28857
2022-05-27 0:00,30835,24996
2022-05-28 0:00,30995,24351
2022-05-29 0:00,27320,21684
2022-05-30 0:00,23498,19431
2022-05-31 0:00,30008,23824
2022-06-01 0:00,25603,21240
2022-06-02 0:00,28481,24250
2022-06-03 0:00,50990,32036
2022-06-04 0:00,30429,23835
2022-06-05 0:00,37416,25723
2022-06-06 0:00,31052,25330
2022-06-07 0:00,36285,27451
2022-06-08 0:00,33233,25859
2022-06-09 0:00,25119,21383
2022-06-10 0:00,23743,20083
2022-06-11 0:00,22618,18800
2022-06-12 0:00,21717,18734
2022-06-13 0:00,23410,20693
2022-06-14 0:00,27257,23001
2022-06-15 0:00,25320,21167
2022-06-16 0:00,21800,19382
2022-06-17 0:00,22454,19525
2022-06-18 0:00,29081,24772
2022-06-19 0:00,24453,20924
2022-06-20 0:00,24985,20282
2022-06-21 0:00,22795,18205
2022-06-22 0:00,26176,19802
2022-06-23 0:00,28488,22367
2022-06-24 0:00,28482,22191
2022-06-25 0:00,34772,22683
2022-06-26 0:00,22898,18571
2022-06-27 0:00,22571,18210
2022-06-28 0:00,24037,18873
2022-06-29 0:00,33564,21147
2022-06-30 0:00,30389,21739
2022-07-01 0:00,35897,23214
2022-07-02 0:00,35193,23097
2022-07-03 0:00,52460,24765
2022-07-04 0:00,61353,27627
2022-07-05 0:00,49044,26539
2022-07-06 0:00,45321,26417
2022-07-07 0:00,43646,27805
2022-07-08 0:00,40568,25964
2022-07-09 0:00,34714,22648
2022-07-10 0:00,30488,21164
2022-07-11 0:00,31492,21626
2022-07-12 0:00,30198,21179
2022-07-13 0:00,34375,23595
2022-07-14 0:00,35222,27211
2022-07-15 0:00,31236,22841
2022-07-16 0:00,31300,20653
2022-07-17 0:00,27942,18919
2022-07-18 0:00,29131,19989
2022-07-19 0:00,24396,18016
