"DateTime","Number of sales","Sales USD"
"2019-04-04 00:00:00",3785,91845.66
"2019-04-05 00:00:00",3638,75579.25
"2019-04-06 00:00:00",4254,56276.19
"2019-04-07 00:00:00",4152,67011.37
"2019-04-08 00:00:00",3315,75794.89
"2019-04-09 00:00:00",3432,66185.77
"2019-04-10 00:00:00",3527,54286.03
"2019-04-11 00:00:00",3063,62661.02
"2019-04-12 00:00:00",3685,74926.41
"2019-04-13 00:00:00",6534,62086.15
"2019-04-14 00:00:00",7224,47297.39
"2019-04-15 00:00:00",3727,98294.12
"2019-04-16 00:00:00",3892,60530.04
"2019-04-17 00:00:00",4298,41273.15
"2019-04-18 00:00:00",4414,46816.64
"2019-04-19 00:00:00",5011,52455.78
"2019-04-20 00:00:00",4603,45813.69
"2019-04-21 00:00:00",4545,59720
"2019-04-22 00:00:00",3941,42484.39
"2019-04-23 00:00:00",3769,49494.78
"2019-04-24 00:00:00",3797,101512.37
"2019-04-25 00:00:00",3592,45335.86
"2019-04-26 00:00:00",3200,50564.15
"2019-04-27 00:00:00",4580,76930.08
"2019-04-28 00:00:00",4525,46977.28
"2019-04-29 00:00:00",3785,40232.48
"2019-04-30 00:00:00",3770,205974.99
"2019-05-01 00:00:00",5175,44407.39
"2019-05-02 00:00:00",4812,69418.69
"2019-05-03 00:00:00",4133,49957.25
"2019-05-04 00:00:00",4891,44270.24
"2019-05-05 00:00:00",4412,56233.13
"2019-05-06 00:00:00",3635,38879
"2019-05-07 00:00:00",2283,38103.22
"2019-05-08 00:00:00",4095,53913.25
"2019-05-09 00:00:00",4124,42160.63
"2019-05-10 00:00:00",5430,89259.49
"2019-05-11 00:00:00",7299,49950.8
"2019-05-12 00:00:00",5464,63253.73
"2019-05-13 00:00:00",4657,72712.7
"2019-05-14 00:00:00",3875,40126.59
"2019-05-15 00:00:00",2412,70477.62
"2019-05-16 00:00:00",2196,48139.21
"2019-05-17 00:00:00",2395,91441.01
"2019-05-18 00:00:00",2585,50592.81
"2019-05-19 00:00:00",3198,45598.53
"2019-05-20 00:00:00",3025,63580.29
"2019-05-21 00:00:00",2931,80170.47
"2019-05-22 00:00:00",2976,61979.18
"2019-05-23 00:00:00",2661,58452.79
"2019-05-24 00:00:00",3517,135380.66
"2019-05-25 00:00:00",4776,79548.29
"2019-05-26 00:00:00",4756,71205.75
"2019-05-27 00:00:00",4469,186264.71
"2019-05-28 00:00:00",5193,98861.3
"2019-05-29 00:00:00",4716,69019.11
"2019-05-30 00:00:00",5809,65627.51
"2019-05-31 00:00:00",4632,85871.58
"2019-06-01 00:00:00",2897,48543.77
"2019-06-02 00:00:00",2980,67606.45
"2019-06-03 00:00:00",2928,113222.84
"2019-06-04 00:00:00",2469,43231.31
"2019-06-05 00:00:00",3204,56618.38
"2019-06-06 00:00:00",2701,59000.86
"2019-06-07 00:00:00",3759,95194.48
"2019-06-08 00:00:00",3104,38172.44
"2019-06-09 00:00:00",4772,48414.8
"2019-06-10 00:00:00",3021,47927.08
"2019-06-11 00:00:00",3572,44166.6
"2019-06-12 00:00:00",3811,68474.39
"2019-06-13 00:00:00",4263,83224
"2019-06-14 00:00:00",3360,64981.93
"2019-06-15 00:00:00",3369,58655.94
"2019-06-16 00:00:00",4063,74226
"2019-06-17 00:00:00",3024,50532.23
"2019-06-18 00:00:00",3022,135495.01
"2019-06-19 00:00:00",2976,115857.62
"2019-06-20 00:00:00",2231,75258.18
"2019-06-21 00:00:00",3292,179034.18
"2019-06-22 00:00:00",3874,120832.73
"2019-06-23 00:00:00",3741,55356.96
"2019-06-24 00:00:00",3776,125038.71
"2019-06-25 00:00:00",2806,46648.41
"2019-06-26 00:00:00",2771,75866.35
"2019-06-27 00:00:00",1793,44038.28
"2019-06-28 00:00:00",1812,46002.7
"2019-06-29 00:00:00",2855,70814.84
"2019-06-30 00:00:00",2062,40985.72
"2019-07-01 00:00:00",1497,25070.45
"2019-07-02 00:00:00",1508,30552.01
"2019-07-03 00:00:00",1794,37133.09
"2019-07-04 00:00:00",2528,59532.98
"2019-07-05 00:00:00",2163,52290.93
"2019-07-06 00:00:00",3048,29444.82
"2019-07-07 00:00:00",2878,53321.68
"2019-07-08 00:00:00",2606,53712.4
"2019-07-09 00:00:00",2956,66692.64
"2019-07-10 00:00:00",2677,90059.19
"2019-07-11 00:00:00",1885,58871.72
"2019-07-12 00:00:00",2396,36199.17
"2019-07-13 00:00:00",2775,42706.38
"2019-07-14 00:00:00",2732,55088.27
"2019-07-15 00:00:00",2518,71734.82
"2019-07-16 00:00:00",1167,49713.11
"2019-07-17 00:00:00",2753,63019.71
"2019-07-18 00:00:00",4314,58757.75
"2019-07-19 00:00:00",2959,27570.39
"2019-07-20 00:00:00",4754,36276.63
"2019-07-21 00:00:00",4761,37002.11
"2019-07-22 00:00:00",3422,36093.83
"2019-07-23 00:00:00",3683,33263.18
"2019-07-24 00:00:00",2838,25585.13
"2019-07-25 00:00:00",2545,24285.49
"2019-07-26 00:00:00",4065,32992.02
"2019-07-27 00:00:00",3992,34745.44
"2019-07-28 00:00:00",3957,34140.38
"2019-07-29 00:00:00",3972,52684.58
"2019-07-30 00:00:00",4204,36887.63
"2019-07-31 00:00:00",3620,53700.76
"2019-08-01 00:00:00",3094,71054.42
"2019-08-02 00:00:00",2835,32981.47
"2019-08-03 00:00:00",3429,38005.59
"2019-08-04 00:00:00",3758,37733.01
"2019-08-05 00:00:00",3363,32641.59
"2019-08-06 00:00:00",2188,37026.18
"2019-08-07 00:00:00",2830,37390.73
"2019-08-08 00:00:00",2855,41158.41
"2019-08-09 00:00:00",2802,41931.04
"2019-08-10 00:00:00",2160,22064.71
"2019-08-11 00:00:00",2382,23864.54
"2019-08-12 00:00:00",2458,109535.54
"2019-08-13 00:00:00",2604,42876.55
"2019-08-14 00:00:00",2701,36701.05
"2019-08-15 00:00:00",2593,34841.56
"2019-08-16 00:00:00",2669,44915.77
"2019-08-17 00:00:00",3633,22931.24
"2019-08-18 00:00:00",3746,21775.95
"2019-08-19 00:00:00",2323,31809.73
"2019-08-20 00:00:00",2829,25461.85
"2019-08-21 00:00:00",2334,24407.25
"2019-08-22 00:00:00",2535,41265.58
"2019-08-23 00:00:00",3037,40193.69
"2019-08-24 00:00:00",3666,41044.64
"2019-08-25 00:00:00",2788,34729.81
"2019-08-26 00:00:00",2012,50053.41
"2019-08-27 00:00:00",2947,24230.83
"2019-08-28 00:00:00",3069,63940.51
"2019-08-29 00:00:00",3007,45919.17
"2019-08-30 00:00:00",2367,30847.58
"2019-08-31 00:00:00",4792,50123.62
"2019-09-01 00:00:00",4598,47917.92
"2019-09-02 00:00:00",3986,43988.8
"2019-09-03 00:00:00",2951,38367.42
"2019-09-04 00:00:00",2267,89852.07
"2019-09-05 00:00:00",1697,36774.94
"2019-09-06 00:00:00",1489,29237.86
"2019-09-07 00:00:00",1488,25088.13
"2019-09-08 00:00:00",1447,44909.5
"2019-09-09 00:00:00",1382,76003.81
"2019-09-10 00:00:00",1152,31172.99
"2019-09-11 00:00:00",1264,32206.3
"2019-09-12 00:00:00",1299,39002.52
"2019-09-13 00:00:00",1287,65609.64
"2019-09-14 00:00:00",2876,36449.04
"2019-09-15 00:00:00",2537,28061.75
"2019-09-16 00:00:00",1247,38808.44
"2019-09-17 00:00:00",1071,30664.73
"2019-09-18 00:00:00",1135,30077.81
"2019-09-19 00:00:00",1113,75176.89
"2019-09-20 00:00:00",882,22737.31
"2019-09-21 00:00:00",2318,31617.58
"2019-09-22 00:00:00",2087,31189.77
"2019-09-23 00:00:00",1504,32369.91
"2019-09-24 00:00:00",1229,37603.19
"2019-09-25 00:00:00",1070,31627.77
"2019-09-26 00:00:00",1138,34248.95
"2019-09-27 00:00:00",984,22014.82
"2019-09-28 00:00:00",2020,19552.17
"2019-09-29 00:00:00",2555,74550.71
"2019-09-30 00:00:00",2060,31337.82
"2019-10-01 00:00:00",3569,39428.93
"2019-10-02 00:00:00",3270,37735.51
"2019-10-03 00:00:00",3968,30384.51
"2019-10-04 00:00:00",3321,31746.1
"2019-10-05 00:00:00",3441,19313.81
"2019-10-06 00:00:00",2810,53668.25
"2019-10-07 00:00:00",3142,43776.39
"2019-10-08 00:00:00",3235,40279.62
"2019-10-09 00:00:00",5400,95414.5
"2019-10-10 00:00:00",3712,27207.96
"2019-10-11 00:00:00",5072,28230.05
"2019-10-12 00:00:00",3207,30195.36
"2019-10-13 00:00:00",3091,74430.66
"2019-10-14 00:00:00",3396,111464.93
"2019-10-15 00:00:00",4617,243137.88
"2019-10-16 00:00:00",3445,177556.19
"2019-10-17 00:00:00",4628,151133.25
"2019-10-18 00:00:00",4144,127190.45
"2019-10-19 00:00:00",3906,122846.76
"2019-10-20 00:00:00",8534,272958
"2019-10-21 00:00:00",3111,79584.51
"2019-10-22 00:00:00",3208,87377.44
"2019-10-23 00:00:00",2192,67813.42
"2019-10-24 00:00:00",2210,73037.4
"2019-10-25 00:00:00",2554,82163.17
"2019-10-26 00:00:00",3922,89623.31
"2019-10-27 00:00:00",3599,94207.52
"2019-10-28 00:00:00",3670,74794.07
"2019-10-29 00:00:00",2828,66763.15
"2019-10-30 00:00:00",2710,80530.41
"2019-10-31 00:00:00",2684,66382.15
"2019-11-01 00:00:00",3340,50526.36
"2019-11-02 00:00:00",3943,66186.68
"2019-11-03 00:00:00",3012,83761.01
"2019-11-04 00:00:00",2863,60257.42
"2019-11-05 00:00:00",3021,47518.49
"2019-11-06 00:00:00",4841,63610.22
"2019-11-07 00:00:00",5768,72576.27
"2019-11-08 00:00:00",4592,40965.89
"2019-11-09 00:00:00",5066,38559.51
"2019-11-10 00:00:00",5015,64599.81
"2019-11-11 00:00:00",3411,78206.78
"2019-11-12 00:00:00",3724,49008.31
"2019-11-13 00:00:00",3796,41635.95
"2019-11-14 00:00:00",2638,40312.93
"2019-11-15 00:00:00",2989,26284.77
"2019-11-16 00:00:00",3146,23566.7
"2019-11-17 00:00:00",2701,53609.32
"2019-11-18 00:00:00",3066,47095.42
"2019-11-19 00:00:00",2960,44919.7
"2019-11-20 00:00:00",3021,46600.99
"2019-11-21 00:00:00",2591,40908.04
"2019-11-22 00:00:00",12453,138240.01
"2019-11-23 00:00:00",17474,102546.44
"2019-11-24 00:00:00",20256,97961.88
"2019-11-25 00:00:00",10358,83488.22
"2019-11-26 00:00:00",12258,62960.32
"2019-11-27 00:00:00",12224,97961.22
"2019-11-28 00:00:00",10187,78316.91
"2019-11-29 00:00:00",18280,95453.08
"2019-11-30 00:00:00",13480,91026.4
"2019-12-01 00:00:00",16518,86077.43
"2019-12-02 00:00:00",14097,72183.81
"2019-12-03 00:00:00",8154,86941.9
"2019-12-04 00:00:00",7684,72105.31
"2019-12-05 00:00:00",10252,160554.52
"2019-12-06 00:00:00",8098,61234.45
"2019-12-07 00:00:00",9366,59429.07
"2019-12-08 00:00:00",11020,77847.09
"2019-12-09 00:00:00",9268,113463.82
"2019-12-10 00:00:00",7876,87398.63
"2019-12-11 00:00:00",8058,78450.36
"2019-12-12 00:00:00",8365,75394.96
"2019-12-13 00:00:00",5874,48990.18
"2019-12-14 00:00:00",6284,58780.76
"2019-12-15 00:00:00",6160,53446.95
"2019-12-16 00:00:00",4957,69233.32
"2019-12-17 00:00:00",4019,58093.06
"2019-12-18 00:00:00",6255,217788.42
"2019-12-19 00:00:00",6018,109032.03
"2019-12-20 00:00:00",5063,100582.7
"2019-12-21 00:00:00",6833,86501.83
"2019-12-22 00:00:00",8386,60455.81
"2019-12-23 00:00:00",4583,76504.76
"2019-12-24 00:00:00",5034,70412.74
"2019-12-25 00:00:00",5268,63637.96
"2019-12-26 00:00:00",5601,112141.98
"2019-12-27 00:00:00",7396,81224.89
"2019-12-28 00:00:00",6797,63714.39
"2019-12-29 00:00:00",7633,81332.49
"2019-12-30 00:00:00",5338,57704.51
"2019-12-31 00:00:00",5643,54166.52
"2020-01-01 00:00:00",7474,61519.19
"2020-01-02 00:00:00",8790,68467.57
"2020-01-03 00:00:00",8286,88952.55
"2020-01-04 00:00:00",12052,139737.55
"2020-01-05 00:00:00",9628,75107.66
"2020-01-06 00:00:00",5980,109951.31
"2020-01-07 00:00:00",8082,104198.86
"2020-01-08 00:00:00",5838,82766.35
"2020-01-09 00:00:00",7171,55510.6
"2020-01-10 00:00:00",6027,64245.52
"2020-01-11 00:00:00",7221,77771.33
"2020-01-12 00:00:00",8657,59081.49
"2020-01-13 00:00:00",7598,73810.13
"2020-01-14 00:00:00",8864,81886.46
"2020-01-15 00:00:00",6792,62337.48
"2020-01-16 00:00:00",4513,61364.53
"2020-01-17 00:00:00",4909,77296.61
"2020-01-18 00:00:00",7538,81470.09
"2020-01-19 00:00:00",8403,56443.72
"2020-01-20 00:00:00",12856,67632.75
"2020-01-21 00:00:00",9015,96070.73
"2020-01-22 00:00:00",7963,92231.44
"2020-01-23 00:00:00",9353,172586.04
"2020-01-24 00:00:00",16552,78911.56
"2020-01-25 00:00:00",10738,57023.43
"2020-01-26 00:00:00",11957,72583.32
"2020-01-27 00:00:00",9331,65921.95
"2020-01-28 00:00:00",7730,86640
"2020-01-29 00:00:00",5997,77464.83
"2020-01-30 00:00:00",4884,51814.44
"2020-01-31 00:00:00",5221,80937.47
"2020-02-01 00:00:00",7390,70624.49
"2020-02-02 00:00:00",6933,77490.84
"2020-02-03 00:00:00",4384,91222.33
"2020-02-04 00:00:00",2698,84975.39
"2020-02-05 00:00:00",3084,134340.11
"2020-02-06 00:00:00",2678,114572.84
"2020-02-07 00:00:00",3065,225512.03
"2020-02-08 00:00:00",9097,88747.75
"2020-02-09 00:00:00",14292,192754.26
"2020-02-10 00:00:00",5635,146807.32
"2020-02-11 00:00:00",10914,475530
"2020-02-12 00:00:00",4778,219210.93
"2020-02-13 00:00:00",5172,156965.21
"2020-02-14 00:00:00",4146,114271
"2020-02-15 00:00:00",4477,111030.46
"2020-02-16 00:00:00",3528,138576.81
"2020-02-17 00:00:00",5056,175087.07
"2020-02-18 00:00:00",4109,194483.81
"2020-02-19 00:00:00",4037,118602.14
"2020-02-20 00:00:00",4644,111232.65
"2020-02-21 00:00:00",5621,184285.12
"2020-02-22 00:00:00",6188,118477.12
"2020-02-23 00:00:00",6481,109217.16
"2020-02-24 00:00:00",6569,146274.57
"2020-02-25 00:00:00",5200,119470.26
"2020-02-26 00:00:00",5140,101381.96
"2020-02-27 00:00:00",6036,98711.01
"2020-02-28 00:00:00",6930,118492.56
"2020-02-29 00:00:00",9272,71817.44
"2020-03-01 00:00:00",7928,123884.2
"2020-03-02 00:00:00",11474,145505.51
"2020-03-03 00:00:00",4733,127098.54
"2020-03-04 00:00:00",4759,89002.22
"2020-03-05 00:00:00",4306,68532.61
"2020-03-06 00:00:00",4878,76681.43
"2020-03-07 00:00:00",7083,69732.29
"2020-03-08 00:00:00",4166,86036.72
"2020-03-09 00:00:00",3456,65449.1
"2020-03-10 00:00:00",5895,81082.51
"2020-03-11 00:00:00",8434,72152.63
"2020-03-12 00:00:00",3452,41248.39
"2020-03-13 00:00:00",2394,49285.26
"2020-03-14 00:00:00",5092,39635.7
"2020-03-15 00:00:00",5915,42440.56
"2020-03-16 00:00:00",6205,36665.37
"2020-03-17 00:00:00",7297,56747.27
"2020-03-18 00:00:00",9546,45221.85
"2020-03-19 00:00:00",6316,93983.27
"2020-03-20 00:00:00",5615,47381.38
"2020-03-21 00:00:00",6240,57137.37
"2020-03-22 00:00:00",5566,66329.23
"2020-03-23 00:00:00",4962,56943.36
"2020-03-24 00:00:00",3761,66162.67
"2020-03-25 00:00:00",3236,46320.45
"2020-03-26 00:00:00",5601,69906.51
"2020-03-27 00:00:00",4919,50916.94
"2020-03-28 00:00:00",8488,73496.98
"2020-03-29 00:00:00",5621,49877.71
"2020-03-30 00:00:00",4962,68007.02
"2020-03-31 00:00:00",16849,513668.51
"2020-04-01 00:00:00",6667,52467.72
"2020-04-02 00:00:00",3830,53889.85
"2020-04-03 00:00:00",7155,60243.17
"2020-04-04 00:00:00",10663,76808.07
"2020-04-05 00:00:00",5823,54743.02
"2020-04-06 00:00:00",6759,45207.79
"2020-04-07 00:00:00",4067,77024.09
"2020-04-08 00:00:00",3640,70030.59
"2020-04-09 00:00:00",4041,53606.02
"2020-04-10 00:00:00",4018,148316.59
"2020-04-11 00:00:00",7427,50022.87
"2020-04-12 00:00:00",6914,46464.25
"2020-04-13 00:00:00",5272,57021.48
"2020-04-14 00:00:00",8852,47321.68
"2020-04-15 00:00:00",5115,53810.85
"2020-04-16 00:00:00",3356,88339.85
"2020-04-17 00:00:00",4067,62665.56
"2020-04-18 00:00:00",4928,123774.85
"2020-04-19 00:00:00",5264,58878.35
"2020-04-20 00:00:00",3143,56563.13
"2020-04-21 00:00:00",4148,119503.99
"2020-04-22 00:00:00",3736,97718.6
"2020-04-23 00:00:00",3857,128129.28
"2020-04-24 00:00:00",3326,75657.35
"2020-04-25 00:00:00",4715,109431.36
"2020-04-26 00:00:00",4469,103215.56
"2020-04-27 00:00:00",4483,81548.73
"2020-04-28 00:00:00",4125,55768.21
"2020-04-29 00:00:00",2729,69124.82
"2020-04-30 00:00:00",2287,99163.57
"2020-05-01 00:00:00",4041,107262.71
"2020-05-02 00:00:00",3774,143445.78
"2020-05-03 00:00:00",5235,77792.71
"2020-05-04 00:00:00",3266,61151.34
"2020-05-05 00:00:00",2895,81763.2
"2020-05-06 00:00:00",2334,60297.74
"2020-05-07 00:00:00",1986,68241.81
"2020-05-08 00:00:00",2589,87463.01
"2020-05-09 00:00:00",3309,72616.63
"2020-05-10 00:00:00",2548,51841.16
"2020-05-11 00:00:00",2628,46449.29
"2020-05-12 00:00:00",2445,39567.52
"2020-05-13 00:00:00",2367,63367.79
"2020-05-14 00:00:00",2052,86685.79
"2020-05-15 00:00:00",2686,70802.19
"2020-05-16 00:00:00",3377,93894.28
"2020-05-17 00:00:00",3569,68935.06
"2020-05-18 00:00:00",2431,84606.58
"2020-05-19 00:00:00",2292,62710.19
"2020-05-20 00:00:00",2544,111672.59
"2020-05-21 00:00:00",2325,112467.02
"2020-05-22 00:00:00",2555,124357.17
"2020-05-23 00:00:00",4856,98132.03
"2020-05-24 00:00:00",4360,265525.63
"2020-05-25 00:00:00",3402,107089.17
"2020-05-26 00:00:00",2987,107239.41
"2020-05-27 00:00:00",2829,101941.41
"2020-05-28 00:00:00",2653,87579.18
"2020-05-29 00:00:00",2668,87244
"2020-05-30 00:00:00",2330,69948.75
"2020-05-31 00:00:00",1863,83684.1
"2020-06-01 00:00:00",1749,100852.8
"2020-06-02 00:00:00",1421,84253.68
"2020-06-03 00:00:00",1586,97115.64
"2020-06-04 00:00:00",3300,146230
"2020-06-05 00:00:00",2271,95684.01
"2020-06-06 00:00:00",2997,94727.45
"2020-06-07 00:00:00",2242,71883.11
"2020-06-08 00:00:00",1970,59516.88
"2020-06-09 00:00:00",1759,82228.69
"2020-06-10 00:00:00",1745,92893.03
"2020-06-11 00:00:00",3221,131087.39
"2020-06-12 00:00:00",2238,69522
"2020-06-13 00:00:00",2324,116835.04
"2020-06-14 00:00:00",3152,108572.34
"2020-06-15 00:00:00",2086,89873.81
"2020-06-16 00:00:00",2675,109748.12
"2020-06-17 00:00:00",1525,67903.74
"2020-06-18 00:00:00",1871,168798.63
"2020-06-19 00:00:00",1592,83407.68
"2020-06-20 00:00:00",2782,52154.7
"2020-06-21 00:00:00",2947,68582.44
"2020-06-22 00:00:00",1726,69655.87
"2020-06-23 00:00:00",3345,126001.9
"2020-06-24 00:00:00",1698,72916.88
"2020-06-25 00:00:00",2696,70719.6
"2020-06-26 00:00:00",1847,59997.58
"2020-06-27 00:00:00",2076,43353.9
"2020-06-28 00:00:00",1563,71827.19
"2020-06-29 00:00:00",1460,82483.12
"2020-06-30 00:00:00",3100,140634.02
"2020-07-01 00:00:00",1891,126721.89
"2020-07-02 00:00:00",2293,106756.52
"2020-07-03 00:00:00",1946,70329.92
"2020-07-04 00:00:00",3254,79875.3
"2020-07-05 00:00:00",2498,67740.89
"2020-07-06 00:00:00",2025,76789.08
"2020-07-07 00:00:00",2057,65409.12
"2020-07-08 00:00:00",2519,100567.44
"2020-07-09 00:00:00",2925,104805.48
"2020-07-10 00:00:00",2904,114566.2
"2020-07-11 00:00:00",4117,178905.22
"2020-07-12 00:00:00",3046,113835.82
"2020-07-13 00:00:00",1675,103894.24
"2020-07-14 00:00:00",1765,109317.81
"2020-07-15 00:00:00",1866,97513.93
"2020-07-16 00:00:00",2030,77969.08
"2020-07-17 00:00:00",1639,79287.94
"2020-07-18 00:00:00",2114,68409.22
"2020-07-19 00:00:00",1447,115375.83
"2020-07-20 00:00:00",1385,109263.02
"2020-07-21 00:00:00",1576,104444.2
"2020-07-22 00:00:00",1502,140257.07
"2020-07-23 00:00:00",1435,116592.17
"2020-07-24 00:00:00",1599,122796.86
"2020-07-25 00:00:00",1741,150338.64
"2020-07-26 00:00:00",1395,117727.32
"2020-07-27 00:00:00",1029,113512.91
"2020-07-28 00:00:00",1164,109860.49
"2020-07-29 00:00:00",1142,165742.18
"2020-07-30 00:00:00",1458,154308.48
"2020-07-31 00:00:00",1115,89814.18
"2020-08-01 00:00:00",1247,93981.63
"2020-08-02 00:00:00",1332,188378.86
"2020-08-03 00:00:00",1147,137601.4
"2020-08-04 00:00:00",5348,437708.67
"2020-08-05 00:00:00",1994,141248.74
"2020-08-06 00:00:00",1685,125106.92
"2020-08-07 00:00:00",1511,121505.2
"2020-08-08 00:00:00",1790,155044.76
"2020-08-09 00:00:00",1293,149558.43
"2020-08-10 00:00:00",882,89770.42
"2020-08-11 00:00:00",813,100893.84
"2020-08-12 00:00:00",354,74249.81
"2020-08-13 00:00:00",1038,141244.86
"2020-08-14 00:00:00",1004,152056.71
"2020-08-15 00:00:00",981,160455.03
"2020-08-16 00:00:00",1249,147931.09
"2020-08-17 00:00:00",889,83099.82
"2020-08-18 00:00:00",1106,176611.34
"2020-08-19 00:00:00",995,103647.02
"2020-08-20 00:00:00",1281,121431.39
"2020-08-21 00:00:00",903,124886.11
"2020-08-22 00:00:00",1051,126066.2
"2020-08-23 00:00:00",1349,190755.57
"2020-08-24 00:00:00",1008,125453.5
"2020-08-25 00:00:00",1259,126130.03
"2020-08-26 00:00:00",1194,128004.98
"2020-08-27 00:00:00",1333,157628.87
"2020-08-28 00:00:00",1436,245419.41
"2020-08-29 00:00:00",3244,152839.83
"2020-08-30 00:00:00",2554,154746.61
"2020-08-31 00:00:00",1289,156444.37
"2020-09-01 00:00:00",239,62782.24
"2020-09-02 00:00:00",717,81789.81
"2020-09-03 00:00:00",1184,132845.35
"2020-09-04 00:00:00",1527,150532.06
"2020-09-05 00:00:00",1179,79215.31
"2020-09-06 00:00:00",1569,186184.77
"2020-09-07 00:00:00",1670,142466.37
"2020-09-08 00:00:00",1436,115925.65
"2020-09-09 00:00:00",1474,147091.96
"2020-09-10 00:00:00",1243,146609.49
"2020-09-11 00:00:00",1396,218121.3
"2020-09-12 00:00:00",1371,190362.54
"2020-09-13 00:00:00",1615,269897.98
"2020-09-14 00:00:00",1293,280851.69
"2020-09-15 00:00:00",3023,481720.24
"2020-09-16 00:00:00",2721,204235.84
"2020-09-17 00:00:00",1510,170915.03
"2020-09-18 00:00:00",3235,427464.2
"2020-09-19 00:00:00",1867,307260.38
"2020-09-20 00:00:00",2338,432434.2
"2020-09-21 00:00:00",1788,213870.48
"2020-09-22 00:00:00",5732,1463181.52
"2020-09-23 00:00:00",9758,3925821.34
"2020-09-24 00:00:00",5087,2302546.1
"2020-09-25 00:00:00",5322,1574974.69
"2020-09-26 00:00:00",3893,1517372.07
"2020-09-27 00:00:00",4014,1349616.22
"2020-09-28 00:00:00",3525,1466156.6
"2020-09-29 00:00:00",2813,820653.16
"2020-09-30 00:00:00",2546,399645.7
"2020-10-01 00:00:00",2312,420065.87
"2020-10-02 00:00:00",2451,321597.46
"2020-10-03 00:00:00",2915,466072.65
"2020-10-04 00:00:00",2604,393063.31
"2020-10-05 00:00:00",2441,375044.24
"2020-10-06 00:00:00",3260,391711.19
"2020-10-07 00:00:00",2641,379771.49
"2020-10-08 00:00:00",2523,433700.32
"2020-10-09 00:00:00",2642,416222.54
"2020-10-10 00:00:00",2470,367224.6
"2020-10-11 00:00:00",2872,342685.43
"2020-10-12 00:00:00",2368,312909.93
"2020-10-13 00:00:00",2418,276562.61
"2020-10-14 00:00:00",2700,353214.04
"2020-10-15 00:00:00",2667,488718.87
"2020-10-16 00:00:00",2399,287161.92
"2020-10-17 00:00:00",3388,474996.05
"2020-10-18 00:00:00",3129,363309.32
"2020-10-19 00:00:00",2673,439368.15
"2020-10-20 00:00:00",2175,219139.66
"2020-10-21 00:00:00",1970,322061.18
"2020-10-22 00:00:00",2085,498979.3
"2020-10-23 00:00:00",3026,262781.72
"2020-10-24 00:00:00",4693,416279.37
"2020-10-25 00:00:00",5529,364779.86
"2020-10-26 00:00:00",3713,310566.49
"2020-10-27 00:00:00",4131,214969.19
"2020-10-28 00:00:00",3177,272161.52
"2020-10-29 00:00:00",3492,258049.77
"2020-10-30 00:00:00",3584,249210.29
"2020-10-31 00:00:00",4725,301764.92
"2020-11-01 00:00:00",3076,361635.21
"2020-11-02 00:00:00",2428,225067.5
"2020-11-03 00:00:00",2566,336385.51
"2020-11-04 00:00:00",2644,274529.56
"2020-11-05 00:00:00",2460,218490.01
"2020-11-06 00:00:00",2234,452995.38
"2020-11-07 00:00:00",2645,310864.3
"2020-11-08 00:00:00",3649,320305.93
"2020-11-09 00:00:00",2756,246748.61
"2020-11-10 00:00:00",3046,367261.04
"2020-11-11 00:00:00",3080,414586.94
"2020-11-12 00:00:00",16982,1008218.67
"2020-11-13 00:00:00",3388,455482.84
"2020-11-14 00:00:00",4109,456755.3
"2020-11-15 00:00:00",3883,376898.17
"2020-11-16 00:00:00",3108,329060.06
"2020-11-17 00:00:00",2417,282802.63
"2020-11-18 00:00:00",2575,313155.31
"2020-11-19 00:00:00",3133,374990.61
"2020-11-20 00:00:00",2419,274353.95
"2020-11-21 00:00:00",2451,652343.85
"2020-11-22 00:00:00",2593,360013.21
"2020-11-23 00:00:00",1874,307659.87
"2020-11-24 00:00:00",1678,210757.44
"2020-11-25 00:00:00",2180,215930.1
"2020-11-26 00:00:00",1927,225563.43
"2020-11-27 00:00:00",4557,346281.16
"2020-11-28 00:00:00",4229,347417.35
"2020-11-29 00:00:00",3574,462397.82
"2020-11-30 00:00:00",1802,269555.71
"2020-12-01 00:00:00",2161,167046.05
"2020-12-02 00:00:00",2917,508926.34
"2020-12-03 00:00:00",2518,238535.19
"2020-12-04 00:00:00",3018,471378.27
"2020-12-05 00:00:00",3436,332622.36
"2020-12-06 00:00:00",3740,387857.74
"2020-12-07 00:00:00",2809,243230.17
"2020-12-08 00:00:00",2474,307874.04
"2020-12-09 00:00:00",2220,191216.22
"2020-12-10 00:00:00",2754,224288.07
"2020-12-11 00:00:00",8251,698189.22
"2020-12-12 00:00:00",3912,297566.01
"2020-12-13 00:00:00",3175,407792.3
"2020-12-14 00:00:00",2567,255937.95
"2020-12-15 00:00:00",2161,186430.27
"2020-12-16 00:00:00",1896,231478.63
"2020-12-17 00:00:00",1255,251754.26
"2020-12-18 00:00:00",2466,293737.97
"2020-12-19 00:00:00",2835,332659
"2020-12-20 00:00:00",3199,543289.53
"2020-12-21 00:00:00",2218,359705.64
"2020-12-22 00:00:00",2865,538625.11
"2020-12-23 00:00:00",2085,314797.47
"2020-12-24 00:00:00",2480,381611.98
"2020-12-25 00:00:00",1953,389308.99
"2020-12-26 00:00:00",2299,401981.62
"2020-12-27 00:00:00",2254,390376.62
"2020-12-28 00:00:00",1709,226524.45
"2020-12-29 00:00:00",1887,250730.61
